Second,Volt
-1.72019994259,0.04800,
-1.71999990940,0.04400,
-1.71979999542,0.05200,
-1.71959996223,0.04800,
-1.71939992905,0.05600,
-1.71920001507,0.04000,
-1.71899998188,0.07200,
-1.71879994869,0.04800,
-1.71859991550,0.03200,
-1.71840000153,0.06000,
-1.71819996834,0.04400,
-1.71799993515,0.04800,
-1.71779990196,0.02800,
-1.71759998798,0.04800,
-1.71739995480,0.04800,
-1.71719992161,0.04800,
-1.71700000763,0.04400,
-1.71679997444,0.05200,
-1.71659994125,0.04800,
-1.71639990807,0.04800,
-1.71619999409,0.04800,
-1.71599996090,0.05200,
-1.71579992771,0.04800,
-1.71560001373,0.04800,
-1.71539998055,0.04800,
-1.71519994736,0.05200,
-1.71499991417,0.05200,
-1.71480000019,0.05200,
-1.71459996700,0.04800,
-1.71439993382,0.05200,
-1.71419990063,0.04800,
-1.71399998665,0.05200,
-1.71379995346,0.05200,
-1.71359992027,0.04800,
-1.71340000629,0.04800,
-1.71319997311,0.05200,
-1.71299993992,0.03600,
-1.71279990673,0.04000,
-1.71259999275,0.04800,
-1.71239995956,0.04400,
-1.71219992638,0.04800,
-1.71200001240,0.05200,
-1.71179997921,0.05200,
-1.71159994602,0.04800,
-1.71139991283,0.04800,
-1.71119999886,0.05200,
-1.71099996567,0.05600,
-1.71079993248,0.05600,
-1.71059989929,0.02400,
-1.71039998531,0.03600,
-1.71019995213,0.04000,
-1.70999991894,0.04000,
-1.70980000496,0.05200,
-1.70959997177,0.03600,
-1.70939993858,0.04800,
-1.70919990540,0.05200,
-1.70899999142,0.04800,
-1.70879995823,0.04400,
-1.70859992504,0.05200,
-1.70840001106,0.05200,
-1.70819997787,0.05200,
-1.70799994469,0.05200,
-1.70779991150,0.04800,
-1.70759999752,0.04800,
-1.70739996433,0.05200,
-1.70719993114,0.05200,
-1.70699989796,0.04800,
-1.70679998398,0.04800,
-1.70659995079,0.04800,
-1.70639991760,0.04800,
-1.70620000362,0.04800,
-1.70599997044,0.06000,
-1.70579993725,0.05200,
-1.70559990406,0.04400,
-1.70539999008,0.04800,
-1.70519995689,0.04800,
-1.70499992371,0.05600,
-1.70480000973,0.04000,
-1.70459997654,0.05200,
-1.70439994335,0.04800,
-1.70419991016,0.04800,
-1.70399999619,0.04800,
-1.70379996300,0.04800,
-1.70359992981,0.04800,
-1.70340001583,0.04400,
-1.70319998264,0.05200,
-1.70299994946,0.05200,
-1.70279991627,0.05200,
-1.70260000229,0.04800,
-1.70239996910,0.02800,
-1.70219993591,0.05200,
-1.70199990273,0.04400,
-1.70179998875,0.07200,
-1.70159995556,0.05600,
-1.70139992237,0.05200,
-1.70120000839,0.05600,
-1.70099997520,0.06000,
-1.70079994202,0.05600,
-1.70059990883,0.05200,
-1.70039999485,0.04800,
-1.70019996166,0.05200,
-1.69999992847,0.04800,
-1.69980001450,0.04800,
-1.69959998131,0.05200,
-1.69939994812,0.05200,
-1.69919991493,0.04800,
-1.69900000095,0.04800,
-1.69879996777,0.05200,
-1.69859993458,0.05200,
-1.69839990139,0.05200,
-1.69819998741,0.04800,
-1.69799995422,0.05200,
-1.69779992104,0.04800,
-1.69760000706,0.04800,
-1.69739997387,0.04800,
-1.69719994068,0.04800,
-1.69699990749,0.04800,
-1.69679999352,0.06000,
-1.69659996033,0.04400,
-1.69639992714,0.04800,
-1.69620001316,0.06800,
-1.69599997997,0.06800,
-1.69579994678,0.05600,
-1.69559991360,0.05600,
-1.69539999962,0.05600,
-1.69519996643,0.05600,
-1.69499993324,0.05600,
-1.69479990005,0.04800,
-1.69459998608,0.04400,
-1.69439995289,0.04800,
-1.69419991970,0.04800,
-1.69400000572,0.02400,
-1.69379997253,0.07200,
-1.69359993935,0.08000,
-1.69339990616,0.06800,
-1.69319999218,0.05600,
-1.69299995899,0.05200,
-1.69279992580,0.05200,
-1.69260001183,0.04800,
-1.69239997864,0.04800,
-1.69219994545,0.04800,
-1.69199991226,0.04800,
-1.69179999828,0.04800,
-1.69159996510,0.05200,
-1.69139993191,0.04800,
-1.69119989872,0.05200,
-1.69099998474,0.04800,
-1.69079995155,0.04800,
-1.69059991837,0.04800,
-1.69040000439,0.04800,
-1.69019997120,0.05600,
-1.68999993801,0.04800,
-1.68979990482,0.04800,
-1.68959999084,0.05200,
-1.68939995766,0.04800,
-1.68919992447,0.04400,
-1.68900001049,0.04400,
-1.68879997730,0.04800,
-1.68859994411,0.05600,
-1.68839991093,0.04800,
-1.68819999695,0.04400,
-1.68799996376,0.06800,
-1.68779993057,0.05600,
-1.68760001659,0.04800,
-1.68739998341,0.04800,
-1.68719995022,0.04800,
-1.68699991703,0.04800,
-1.68680000305,0.04000,
-1.68659996986,0.04800,
-1.68639993668,0.04800,
-1.68619990349,0.04400,
-1.68599998951,0.05200,
-1.68579995632,0.05200,
-1.68559992313,0.05600,
-1.68540000916,0.05600,
-1.68519997597,0.05600,
-1.68499994278,0.06800,
-1.68479990959,0.03600,
-1.68459999561,0.04800,
-1.68439996243,0.04000,
-1.68419992924,0.04800,
-1.68400001526,0.04800,
-1.68379998207,0.05200,
-1.68359994888,0.05200,
-1.68339991570,0.05200,
-1.68320000172,0.05200,
-1.68299996853,0.04800,
-1.68279993534,0.04800,
-1.68259990215,0.04800,
-1.68239998817,0.04800,
-1.68219995499,0.05200,
-1.68199992180,0.04800,
-1.68180000782,0.04800,
-1.68159997463,0.05200,
-1.68139994144,0.04800,
-1.68119990826,0.05200,
-1.68099999428,0.05200,
-1.68079996109,0.04800,
-1.68059992790,0.04800,
-1.68040001392,0.04000,
-1.68019998074,0.05200,
-1.67999994755,0.05200,
-1.67979991436,0.07200,
-1.67960000038,0.06800,
-1.67939996719,0.05600,
-1.67919993401,0.04800,
-1.67899990082,0.04800,
-1.67879998684,0.04800,
-1.67859995365,0.04800,
-1.67839992046,0.05200,
-1.67820000648,0.05200,
-1.67799997330,0.04400,
-1.67779994011,0.05600,
-1.67759990692,0.04800,
-1.67739999294,0.07200,
-1.67719995975,0.05600,
-1.67699992657,0.06000,
-1.67680001259,0.02800,
-1.67659997940,0.03600,
-1.67639994621,0.03600,
-1.67619991302,0.03600,
-1.67599999905,0.04400,
-1.67579996586,0.05200,
-1.67559993267,0.04800,
-1.67539989948,0.04400,
-1.67519998550,0.04400,
-1.67499995232,0.04800,
-1.67479991913,0.04800,
-1.67460000515,0.04800,
-1.67439997196,0.05200,
-1.67419993877,0.04800,
-1.67399990559,0.04800,
-1.67379999161,0.05200,
-1.67359995842,0.04400,
-1.67339992523,0.05200,
-1.67320001125,0.05200,
-1.67299997807,0.05200,
-1.67279994488,0.05200,
-1.67259991169,0.04800,
-1.67239999771,0.04800,
-1.67219996452,0.05200,
-1.67199993134,0.04800,
-1.67180001736,0.05200,
-1.67159998417,0.04800,
-1.67139995098,0.04800,
-1.67119991779,0.02400,
-1.67100000381,0.03200,
-1.67079997063,0.04800,
-1.67059993744,0.04800,
-1.67039990425,0.05600,
-1.67019999027,0.04400,
-1.66999995708,0.04400,
-1.66979992390,0.04800,
-1.66960000992,0.05600,
-1.66939997673,0.04800,
-1.66919994354,0.04000,
-1.66899991035,0.03600,
-1.66879999638,0.03600,
-1.66859996319,0.05600,
-1.66839993000,0.05200,
-1.66820001602,0.05200,
-1.66799998283,0.05200,
-1.66779994965,0.04800,
-1.66759991646,0.05200,
-1.66740000248,0.04800,
-1.66719996929,0.04800,
-1.66699993610,0.04400,
-1.66679990292,0.05200,
-1.66659998894,0.04800,
-1.66639995575,0.05200,
-1.66619992256,0.04800,
-1.66600000858,0.05600,
-1.66579997540,0.05200,
-1.66559994221,0.04800,
-1.66539990902,0.04800,
-1.66519999504,0.04800,
-1.66499996185,0.04800,
-1.66479992867,0.04800,
-1.66460001469,0.05600,
-1.66439998150,0.05200,
-1.66419994831,0.05600,
-1.66399991512,0.04800,
-1.66380000114,0.04800,
-1.66359996796,0.05200,
-1.66339993477,0.04800,
-1.66319990158,0.04800,
-1.66299998760,0.04400,
-1.66279995441,0.04800,
-1.66259992123,0.05200,
-1.66240000725,0.05600,
-1.66219997406,0.05600,
-1.66199994087,0.05600,
-1.66179990768,0.05200,
-1.66159999371,0.05600,
-1.66139996052,0.05200,
-1.66119992733,0.05200,
-1.66100001335,0.04800,
-1.66079998016,0.03200,
-1.66059994698,0.03200,
-1.66039991379,0.04800,
-1.66019999981,0.04400,
-1.65999996662,0.07200,
-1.65979993343,0.07600,
-1.65959990025,0.06800,
-1.65939998627,0.06800,
-1.65919995308,0.05200,
-1.65899991989,0.05600,
-1.65880000591,0.05200,
-1.65859997272,0.05200,
-1.65839993954,0.05200,
-1.65819990635,0.05200,
-1.65799999237,0.04400,
-1.65779995918,0.04800,
-1.65759992599,0.04800,
-1.65740001202,0.05200,
-1.65719997883,0.05200,
-1.65699994564,0.05200,
-1.65679991245,0.04800,
-1.65659999847,0.04800,
-1.65639996529,0.04800,
-1.65619993210,0.04400,
-1.65599989891,0.04800,
-1.65579998493,0.05200,
-1.65559995174,0.05200,
-1.65539991856,0.04400,
-1.65520000458,0.05200,
-1.65499997139,0.04800,
-1.65479993820,0.04400,
-1.65459990501,0.04800,
-1.65439999104,0.06800,
-1.65419995785,0.06800,
-1.65399992466,0.05600,
-1.65380001068,0.04800,
-1.65359997749,0.04000,
-1.65339994431,0.04400,
-1.65319991112,0.05200,
-1.65299999714,0.05200,
-1.65279996395,0.04800,
-1.65259993076,0.05200,
-1.65240001678,0.04800,
-1.65219998360,0.05600,
-1.65199995041,0.06000,
-1.65179991722,0.06000,
-1.65160000324,0.05200,
-1.65139997005,0.04800,
-1.65119993687,0.06800,
-1.65099990368,0.05200,
-1.65079998970,0.04800,
-1.65059995651,0.05200,
-1.65039992332,0.05600,
-1.65020000935,0.05600,
-1.64999997616,0.05600,
-1.64979994297,0.04800,
-1.64959990978,0.04800,
-1.64939999580,0.05600,
-1.64919996262,0.04800,
-1.64899992943,0.04800,
-1.64880001545,0.04800,
-1.64859998226,0.05200,
-1.64839994907,0.04800,
-1.64819991589,0.05200,
-1.64800000191,0.04800,
-1.64779996872,0.05200,
-1.64759993553,0.04800,
-1.64739990234,0.05200,
-1.64719998837,0.05200,
-1.64699995518,0.05200,
-1.64679992199,0.05200,
-1.64660000801,0.04800,
-1.64639997482,0.06800,
-1.64619994164,0.07600,
-1.64599990845,0.04800,
-1.64579999447,0.05600,
-1.64559996128,0.05200,
-1.64539992809,0.04800,
-1.64520001411,0.04800,
-1.64499998093,0.04800,
-1.64479994774,0.05200,
-1.64459991455,0.04800,
-1.64440000057,0.05600,
-1.64419996738,0.05600,
-1.64399993420,0.04800,
-1.64379990101,0.08400,
-1.64359998703,0.04400,
-1.64339995384,0.05200,
-1.64319992065,0.04800,
-1.64300000668,0.03600,
-1.64279997349,0.04400,
-1.64259994030,0.04400,
-1.64239990711,0.04400,
-1.64219999313,0.05200,
-1.64199995995,0.04800,
-1.64179992676,0.05200,
-1.64160001278,0.05200,
-1.64139997959,0.05200,
-1.64119994640,0.04800,
-1.64099991322,0.04800,
-1.64079999924,0.05200,
-1.64059996605,0.04800,
-1.64039993286,0.04400,
-1.64019989967,0.04800,
-1.63999998569,0.04800,
-1.63979995251,0.05600,
-1.63959991932,0.04800,
-1.63940000534,0.04800,
-1.63919997215,0.04400,
-1.63899993896,0.04400,
-1.63879990578,0.05600,
-1.63859999180,0.04800,
-1.63839995861,0.04400,
-1.63819992542,0.05200,
-1.63800001144,0.07200,
-1.63779997826,0.04800,
-1.63759994507,0.04400,
-1.63739991188,0.04400,
-1.63719999790,0.04800,
-1.63699996471,0.04400,
-1.63679993153,0.05200,
-1.63660001755,0.05200,
-1.63639998436,0.05200,
-1.63619995117,0.05600,
-1.63599991798,0.06800,
-1.63580000401,0.05600,
-1.63559997082,0.05200,
-1.63539993763,0.03200,
-1.63519990444,0.03600,
-1.63499999046,0.04800,
-1.63479995728,0.04000,
-1.63459992409,0.05200,
-1.63440001011,0.04400,
-1.63419997692,0.04800,
-1.63399994373,0.04400,
-1.63379991055,0.04800,
-1.63359999657,0.04800,
-1.63339996338,0.05200,
-1.63319993019,0.05200,
-1.63300001621,0.04800,
-1.63279998302,0.05200,
-1.63259994984,0.04800,
-1.63239991665,0.04800,
-1.63220000267,0.04800,
-1.63199996948,0.04800,
-1.63179993629,0.04800,
-1.63159990311,0.05200,
-1.63139998913,0.04800,
-1.63119995594,0.05200,
-1.63099992275,0.05600,
-1.63080000877,0.05200,
-1.63059997559,0.05200,
-1.63039994240,0.05200,
-1.63019990921,0.04800,
-1.62999999523,0.04400,
-1.62979996204,0.04800,
-1.62959992886,0.01600,
-1.62940001488,0.03200,
-1.62919998169,0.04400,
-1.62899994850,0.04800,
-1.62879991531,0.05600,
-1.62860000134,0.05600,
-1.62839996815,0.05600,
-1.62819993496,0.05200,
-1.62799990177,0.05600,
-1.62779998779,0.04800,
-1.62759995461,0.04400,
-1.62739992142,0.03200,
-1.62720000744,0.03200,
-1.62699997425,0.02800,
-1.62679994106,0.04800,
-1.62659990788,0.05200,
-1.62639999390,0.05600,
-1.62619996071,0.05200,
-1.62599992752,0.06000,
-1.62580001354,0.05200,
-1.62559998035,0.05200,
-1.62539994717,0.05200,
-1.62519991398,0.04800,
-1.62500000000,0.04800,
-1.62479996681,0.05600,
-1.62459993362,0.05200,
-1.62439990044,0.05200,
-1.62419998646,0.05200,
-1.62399995327,0.05600,
-1.62379992008,0.05600,
-1.62360000610,0.05200,
-1.62339997292,0.04800,
-1.62319993973,0.04800,
-1.62299990654,0.04800,
-1.62279999256,0.04800,
-1.62259995937,0.04800,
-1.62239992619,0.04800,
-1.62220001221,0.05600,
-1.62199997902,0.05600,
-1.62179994583,0.04800,
-1.62159991264,0.05200,
-1.62139999866,0.05600,
-1.62119996548,0.04000,
-1.62099993229,0.05600,
-1.62080001831,0.06000,
-1.62059998512,0.05600,
-1.62039995193,0.04800,
-1.62019991875,0.05200,
-1.62000000477,0.04800,
-1.61979997158,0.04800,
-1.61959993839,0.04800,
-1.61939990520,0.03200,
-1.61919999123,0.04800,
-1.61899995804,0.04000,
-1.61879992485,0.04800,
-1.61860001087,0.07200,
-1.61839997768,0.04800,
-1.61819994450,0.06000,
-1.61799991131,0.04800,
-1.61779999733,0.06800,
-1.61759996414,0.05600,
-1.61739993095,0.05600,
-1.61720001698,0.05200,
-1.61699998379,0.05200,
-1.61679995060,0.04400,
-1.61659991741,0.04800,
-1.61640000343,0.05200,
-1.61619997025,0.05200,
-1.61599993706,0.05200,
-1.61579990387,0.05200,
-1.61559998989,0.04800,
-1.61539995670,0.04800,
-1.61519992352,0.05200,
-1.61500000954,0.04800,
-1.61479997635,0.04800,
-1.61459994316,0.04400,
-1.61439990997,0.04800,
-1.61419999599,0.04800,
-1.61399996281,0.04800,
-1.61379992962,0.05200,
-1.61360001564,0.05200,
-1.61339998245,0.05200,
-1.61319994926,0.04800,
-1.61299991608,0.05600,
-1.61280000210,0.07200,
-1.61259996891,0.06800,
-1.61239993572,0.05600,
-1.61219990253,0.06000,
-1.61199998856,0.04400,
-1.61179995537,0.04800,
-1.61159992218,0.04800,
-1.61140000820,0.04800,
-1.61119997501,0.04800,
-1.61099994183,0.04800,
-1.61079990864,0.07200,
-1.61059999466,0.04800,
-1.61039996147,0.07200,
-1.61019992828,0.07200,
-1.61000001431,0.07600,
-1.60979998112,0.04400,
-1.60959994793,0.05600,
-1.60939991474,0.05600,
-1.60920000076,0.04800,
-1.60899996758,0.04800,
-1.60879993439,0.05200,
-1.60859990120,0.05600,
-1.60839998722,0.04800,
-1.60819995403,0.05200,
-1.60799992085,0.04800,
-1.60780000687,0.05200,
-1.60759997368,0.04400,
-1.60739994049,0.04800,
-1.60719990730,0.05600,
-1.60699999332,0.04800,
-1.60679996014,0.04800,
-1.60659992695,0.05200,
-1.60640001297,0.04800,
-1.60619997978,0.04800,
-1.60599994659,0.04400,
-1.60579991341,0.04800,
-1.60559999943,0.04800,
-1.60539996624,0.04800,
-1.60519993305,0.04800,
-1.60499989986,0.04800,
-1.60479998589,0.04000,
-1.60459995270,0.04800,
-1.60439991951,0.05200,
-1.60420000553,0.04400,
-1.60399997234,0.04400,
-1.60379993916,0.04400,
-1.60359990597,0.04400,
-1.60339999199,0.04400,
-1.60319995880,0.04400,
-1.60299992561,0.04800,
-1.60280001163,0.05600,
-1.60259997845,0.05600,
-1.60239994526,0.05200,
-1.60219991207,0.07600,
-1.60199999809,0.05600,
-1.60179996490,0.05600,
-1.60159993172,0.05600,
-1.60140001774,0.04800,
-1.60119998455,0.04800,
-1.60099995136,0.03600,
-1.60079991817,0.04800,
-1.60060000420,0.04800,
-1.60039997101,0.04800,
-1.60019993782,0.04800,
-1.59999990463,0.04800,
-1.59979999065,0.04800,
-1.59959995747,0.04800,
-1.59939992428,0.04800,
-1.59920001030,0.05600,
-1.59899997711,0.05200,
-1.59879994392,0.05200,
-1.59859991074,0.04800,
-1.59839999676,0.04800,
-1.59819996357,0.04400,
-1.59799993038,0.04800,
-1.59780001640,0.05200,
-1.59759998322,0.05200,
-1.59739995003,0.05200,
-1.59719991684,0.05200,
-1.59700000286,0.04800,
-1.59679996967,0.05200,
-1.59659993649,0.04800,
-1.59639990330,0.04800,
-1.59619998932,0.03600,
-1.59599995613,0.03600,
-1.59579992294,0.04000,
-1.59560000896,0.04400,
-1.59539997578,0.04800,
-1.59519994259,0.05200,
-1.59499990940,0.04800,
-1.59479999542,0.04800,
-1.59459996223,0.04800,
-1.59439992905,0.05200,
-1.59420001507,0.04800,
-1.59399998188,0.05200,
-1.59379994869,0.04800,
-1.59359991550,0.03200,
-1.59340000153,0.03600,
-1.59319996834,0.04800,
-1.59299993515,0.06000,
-1.59279990196,0.04800,
-1.59259998798,0.05600,
-1.59239995480,0.05200,
-1.59219992161,0.04800,
-1.59200000763,0.04800,
-1.59179997444,0.05200,
-1.59159994125,0.04800,
-1.59139990807,0.04800,
-1.59119999409,0.04800,
-1.59099996090,0.05200,
-1.59079992771,0.05200,
-1.59060001373,0.05200,
-1.59039998055,0.04400,
-1.59019994736,0.05600,
-1.58999991417,0.04800,
-1.58980000019,0.04800,
-1.58959996700,0.05200,
-1.58939993382,0.05600,
-1.58919990063,0.05200,
-1.58899998665,0.04800,
-1.58879995346,0.04000,
-1.58859992027,0.03600,
-1.58840000629,0.04800,
-1.58819997311,0.05200,
-1.58799993992,0.03600,
-1.58779990673,0.03600,
-1.58759999275,0.05600,
-1.58739995956,0.05200,
-1.58719992638,0.04800,
-1.58700001240,0.04800,
-1.58679997921,0.05600,
-1.58659994602,0.05200,
-1.58639991283,0.05200,
-1.58619999886,0.05600,
-1.58599996567,0.04000,
-1.58579993248,0.05600,
-1.58560001850,0.04400,
-1.58539998531,0.03600,
-1.58519995213,0.04400,
-1.58499991894,0.04800,
-1.58480000496,0.04800,
-1.58459997177,0.05600,
-1.58439993858,0.06000,
-1.58419990540,0.05600,
-1.58399999142,0.05200,
-1.58379995823,0.04800,
-1.58359992504,0.05200,
-1.58340001106,0.04800,
-1.58319997787,0.05600,
-1.58299994469,0.05600,
-1.58279991150,0.05200,
-1.58259999752,0.05600,
-1.58239996433,0.04400,
-1.58219993114,0.04400,
-1.58200001717,0.04800,
-1.58179998398,0.04800,
-1.58159995079,0.04800,
-1.58139991760,0.04800,
-1.58120000362,0.04800,
-1.58099997044,0.05600,
-1.58079993725,0.04800,
-1.58059990406,0.04400,
-1.58039999008,0.04800,
-1.58019995689,0.04400,
-1.57999992371,0.05200,
-1.57980000973,0.05200,
-1.57959997654,0.04000,
-1.57939994335,0.07200,
-1.57919991016,0.05600,
-1.57899999619,0.06000,
-1.57879996300,0.06000,
-1.57859992981,0.04400,
-1.57840001583,0.04800,
-1.57819998264,0.04800,
-1.57799994946,0.05200,
-1.57779991627,0.04400,
-1.57760000229,0.05600,
-1.57739996910,0.05200,
-1.57719993591,0.04800,
-1.57699990273,0.07200,
-1.57679998875,0.07200,
-1.57659995556,0.06000,
-1.57639992237,0.05200,
-1.57620000839,0.05600,
-1.57599997520,0.06000,
-1.57579994202,0.05200,
-1.57559990883,0.05200,
-1.57539999485,0.04800,
-1.57519996166,0.05200,
-1.57499992847,0.04800,
-1.57480001450,0.05200,
-1.57459998131,0.05200,
-1.57439994812,0.04800,
-1.57419991493,0.04400,
-1.57400000095,0.04800,
-1.57379996777,0.05200,
-1.57359993458,0.04800,
-1.57339990139,0.04800,
-1.57319998741,0.04800,
-1.57299995422,0.05600,
-1.57279992104,0.04800,
-1.57260000706,0.04400,
-1.57239997387,0.04400,
-1.57219994068,0.05600,
-1.57199990749,0.04800,
-1.57179999352,0.05200,
-1.57159996033,0.04800,
-1.57139992714,0.05200,
-1.57120001316,0.05600,
-1.57099997997,0.05600,
-1.57079994678,0.05600,
-1.57059991360,0.04800,
-1.57039999962,0.04800,
-1.57019996643,0.04800,
-1.56999993324,0.04800,
-1.56980001926,0.04800,
-1.56959998608,0.04800,
-1.56939995289,0.05600,
-1.56919991970,0.05200,
-1.56900000572,0.06000,
-1.56879997253,0.08000,
-1.56859993935,0.05600,
-1.56839990616,0.04800,
-1.56819999218,0.04800,
-1.56799995899,0.04400,
-1.56779992580,0.04800,
-1.56760001183,0.04800,
-1.56739997864,0.04400,
-1.56719994545,0.04800,
-1.56699991226,0.05200,
-1.56679999828,0.05200,
-1.56659996510,0.04800,
-1.56639993191,0.04800,
-1.56620001793,0.04800,
-1.56599998474,0.04800,
-1.56579995155,0.04400,
-1.56559991837,0.04800,
-1.56540000439,0.05600,
-1.56519997120,0.05600,
-1.56499993801,0.05200,
-1.56479990482,0.05200,
-1.56459999084,0.05200,
-1.56439995766,0.05200,
-1.56419992447,0.04800,
-1.56400001049,0.05200,
-1.56379997730,0.04800,
-1.56359994411,0.05200,
-1.56339991093,0.04800,
-1.56319999695,0.04800,
-1.56299996376,0.05600,
-1.56279993057,0.04000,
-1.56260001659,0.03600,
-1.56239998341,0.04000,
-1.56219995022,0.04000,
-1.56199991703,0.03600,
-1.56180000305,0.05200,
-1.56159996986,0.04800,
-1.56139993668,0.05200,
-1.56119990349,0.04800,
-1.56099998951,0.05200,
-1.56079995632,0.03600,
-1.56059992313,0.06800,
-1.56040000916,0.04800,
-1.56019997597,0.03600,
-1.55999994278,0.03600,
-1.55979990959,0.04000,
-1.55959999561,0.03600,
-1.55939996243,0.04000,
-1.55919992924,0.05200,
-1.55900001526,0.05600,
-1.55879998207,0.04800,
-1.55859994888,0.04800,
-1.55839991570,0.04800,
-1.55820000172,0.04800,
-1.55799996853,0.04800,
-1.55779993534,0.05200,
-1.55759990215,0.05200,
-1.55739998817,0.05200,
-1.55719995499,0.04800,
-1.55699992180,0.05200,
-1.55680000782,0.05200,
-1.55659997463,0.04800,
-1.55639994144,0.05200,
-1.55619990826,0.04800,
-1.55599999428,0.05200,
-1.55579996109,0.05200,
-1.55559992790,0.05600,
-1.55540001392,0.04800,
-1.55519998074,0.05200,
-1.55499994755,0.05600,
-1.55479991436,0.04800,
-1.55460000038,0.05600,
-1.55439996719,0.04400,
-1.55419993401,0.04800,
-1.55400002003,0.05600,
-1.55379998684,0.05600,
-1.55359995365,0.04800,
-1.55339992046,0.05200,
-1.55320000648,0.04800,
-1.55299997330,0.05200,
-1.55279994011,0.05600,
-1.55259990692,0.04800,
-1.55239999294,0.04800,
-1.55219995975,0.04800,
-1.55199992657,0.03600,
-1.55180001259,0.04400,
-1.55159997940,0.06000,
-1.55139994621,0.05600,
-1.55119991302,0.05200,
-1.55099999905,0.05600,
-1.55079996586,0.05200,
-1.55059993267,0.04800,
-1.55040001869,0.04800,
-1.55019998550,0.05200,
-1.54999995232,0.05200,
-1.54979991913,0.04400,
-1.54960000515,0.05200,
-1.54939997196,0.05200,
-1.54919993877,0.05200,
-1.54899990559,0.04800,
-1.54879999161,0.04800,
-1.54859995842,0.05600,
-1.54839992523,0.04800,
-1.54820001125,0.05200,
-1.54799997807,0.04400,
-1.54779994488,0.05200,
-1.54759991169,0.05600,
-1.54739999771,0.05200,
-1.54719996452,0.04800,
-1.54699993134,0.04800,
-1.54680001736,0.04800,
-1.54659998417,0.04800,
-1.54639995098,0.05200,
-1.54619991779,0.03200,
-1.54600000381,0.05200,
-1.54579997063,0.05600,
-1.54559993744,0.06000,
-1.54539990425,0.05600,
-1.54519999027,0.05600,
-1.54499995708,0.04800,
-1.54479992390,0.05200,
-1.54460000992,0.05200,
-1.54439997673,0.05200,
-1.54419994354,0.04800,
-1.54399991035,0.04800,
-1.54379999638,0.02400,
-1.54359996319,0.05200,
-1.54339993000,0.05600,
-1.54320001602,0.05600,
-1.54299998283,0.05600,
-1.54279994965,0.05200,
-1.54259991646,0.05600,
-1.54240000248,0.05200,
-1.54219996929,0.05600,
-1.54199993610,0.05200,
-1.54179990292,0.05600,
-1.54159998894,0.05600,
-1.54139995575,0.04800,
-1.54119992256,0.04800,
-1.54100000858,0.05200,
-1.54079997540,0.04800,
-1.54059994221,0.04800,
-1.54039990902,0.05200,
-1.54019999504,0.04800,
-1.53999996185,0.05200,
-1.53979992867,0.04800,
-1.53960001469,0.05200,
-1.53939998150,0.04800,
-1.53919994831,0.04800,
-1.53899991512,0.05200,
-1.53880000114,0.05200,
-1.53859996796,0.04800,
-1.53839993477,0.04800,
-1.53819990158,0.05200,
-1.53799998760,0.04800,
-1.53779995441,0.07200,
-1.53759992123,0.06800,
-1.53740000725,0.05200,
-1.53719997406,0.05200,
-1.53699994087,0.04800,
-1.53679990768,0.05200,
-1.53659999371,0.04800,
-1.53639996052,0.04800,
-1.53619992733,0.04800,
-1.53600001335,0.04800,
-1.53579998016,0.05600,
-1.53559994698,0.07200,
-1.53539991379,0.06000,
-1.53519999981,0.05600,
-1.53499996662,0.06800,
-1.53479993343,0.06800,
-1.53460001945,0.04800,
-1.53439998627,0.04800,
-1.53419995308,0.04800,
-1.53399991989,0.04800,
-1.53380000591,0.05200,
-1.53359997272,0.05200,
-1.53339993954,0.04800,
-1.53319990635,0.04800,
-1.53299999237,0.04800,
-1.53279995918,0.04800,
-1.53259992599,0.04800,
-1.53240001202,0.05200,
-1.53219997883,0.04800,
-1.53199994564,0.04800,
-1.53179991245,0.04800,
-1.53159999847,0.05200,
-1.53139996529,0.05200,
-1.53119993210,0.04800,
-1.53100001812,0.04800,
-1.53079998493,0.04800,
-1.53059995174,0.05200,
-1.53039991856,0.05200,
-1.53020000458,0.04800,
-1.52999997139,0.05200,
-1.52979993820,0.04800,
-1.52959990501,0.07600,
-1.52939999104,0.05600,
-1.52919995785,0.04800,
-1.52899992466,0.05200,
-1.52880001068,0.04400,
-1.52859997749,0.04400,
-1.52839994431,0.04800,
-1.52819991112,0.05200,
-1.52799999714,0.04400,
-1.52779996395,0.05200,
-1.52759993076,0.06800,
-1.52740001678,0.07600,
-1.52719998360,0.07200,
-1.52699995041,0.07200,
-1.52679991722,0.04000,
-1.52660000324,0.04400,
-1.52639997005,0.03600,
-1.52619993687,0.04800,
-1.52599990368,0.04000,
-1.52579998970,0.04800,
-1.52559995651,0.04800,
-1.52539992332,0.05200,
-1.52520000935,0.05200,
-1.52499997616,0.05600,
-1.52479994297,0.05200,
-1.52459990978,0.05200,
-1.52439999580,0.05200,
-1.52419996262,0.05600,
-1.52399992943,0.05600,
-1.52380001545,0.05200,
-1.52359998226,0.04400,
-1.52339994907,0.04800,
-1.52319991589,0.04800,
-1.52300000191,0.04800,
-1.52279996872,0.05200,
-1.52259993553,0.05200,
-1.52239990234,0.05600,
-1.52219998837,0.04400,
-1.52199995518,0.04400,
-1.52179992199,0.05200,
-1.52160000801,0.05600,
-1.52139997482,0.04400,
-1.52119994164,0.04800,
-1.52099990845,0.04400,
-1.52079999447,0.04800,
-1.52059996128,0.04400,
