milli_micr
28.0625
29.0625
30.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
22.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
28.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
22.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
30.0625
29.0625
30.0625
29.0625
30.0625
28.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
22.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
22.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
22.0625
29.0625
29.0625
29.0625
29.0625
29.0625
22.0625
29.0625
30.0625
29.0625
29.0625
29.0625
22.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
22.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
30.0625
29.0625
29.0625
21.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
22.0625
29.0625
30.0625
29.0625
30.0625
28.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
28.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
28.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
22.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
28.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
27.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
24.0625
30.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
22.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
28.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
30.0625
21.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
29.0625
30.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
29.0625
30.0625
29.0625
29.0625
29.0625
29.0625
