Micr_Micr_array_ADC
405.00
147.00
147.00
155.00
147.00
147.00
147.00
146.00
148.00
147.00
148.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
148.00
147.00
154.00
148.00
155.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
148.00
147.00
152.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
154.00
147.00
155.00
148.00
147.00
147.00
155.00
147.00
147.00
148.00
155.00
147.00
148.00
147.00
155.00
147.00
146.00
147.00
147.00
147.00
148.00
147.00
147.00
155.00
148.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
152.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
148.00
155.00
147.00
147.00
148.00
155.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
148.00
147.00
147.00
155.00
147.00
147.00
148.00
155.00
146.00
147.00
147.00
155.00
147.00
148.00
147.00
154.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
148.00
147.00
147.00
154.00
155.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
156.00
148.00
154.00
155.00
147.00
148.00
147.00
155.00
147.00
147.00
148.00
148.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
154.00
148.00
147.00
147.00
147.00
150.00
148.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
156.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
154.00
147.00
155.00
148.00
147.00
147.00
155.00
147.00
147.00
148.00
155.00
147.00
147.00
147.00
155.00
148.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
154.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
148.00
154.00
148.00
147.00
155.00
147.00
147.00
147.00
156.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
155.00
147.00
147.00
161.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
156.00
147.00
148.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
156.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
155.00
147.00
148.00
148.00
147.00
148.00
148.00
147.00
147.00
147.00
147.00
147.00
155.00
148.00
154.00
155.00
147.00
147.00
147.00
156.00
147.00
148.00
147.00
156.00
147.00
147.00
148.00
155.00
148.00
147.00
147.00
154.00
147.00
147.00
147.00
155.00
148.00
155.00
147.00
147.00
148.00
147.00
147.00
148.00
149.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
148.00
154.00
152.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
148.00
154.00
147.00
148.00
148.00
155.00
147.00
147.00
148.00
155.00
147.00
147.00
148.00
155.00
154.00
147.00
155.00
148.00
147.00
147.00
156.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
155.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
156.00
148.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
162.00
147.00
148.00
147.00
155.00
148.00
147.00
147.00
155.00
148.00
147.00
147.00
155.00
147.00
147.00
147.00
156.00
147.00
147.00
147.00
149.00
147.00
147.00
154.00
147.00
148.00
147.00
148.00
148.00
147.00
147.00
148.00
147.00
148.00
147.00
148.00
147.00
147.00
147.00
149.00
147.00
147.00
147.00
147.00
156.00
147.00
154.00
147.00
147.00
147.00
147.00
154.00
147.00
147.00
147.00
155.00
147.00
147.00
148.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
154.00
156.00
147.00
147.00
148.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
146.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
155.00
148.00
147.00
148.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
148.00
147.00
147.00
147.00
148.00
148.00
147.00
147.00
147.00
155.00
147.00
146.00
156.00
147.00
148.00
147.00
154.00
147.00
147.00
147.00
155.00
147.00
147.00
148.00
156.00
148.00
148.00
147.00
155.00
147.00
148.00
147.00
154.00
147.00
147.00
147.00
147.00
147.00
147.00
151.00
148.00
147.00
148.00
149.00
148.00
147.00
147.00
147.00
155.00
147.00
147.00
148.00
147.00
148.00
147.00
161.00
147.00
147.00
148.00
155.00
148.00
147.00
147.00
155.00
147.00
146.00
147.00
155.00
147.00
147.00
146.00
155.00
148.00
147.00
148.00
155.00
147.00
147.00
155.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
154.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
149.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
155.00
147.00
147.00
146.00
155.00
147.00
155.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
148.00
147.00
155.00
148.00
147.00
147.00
148.00
154.00
148.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
151.00
154.00
147.00
147.00
156.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
156.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
148.00
154.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
148.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
155.00
147.00
148.00
151.00
147.00
147.00
148.00
147.00
146.00
147.00
147.00
148.00
151.00
148.00
148.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
162.00
147.00
147.00
147.00
155.00
147.00
148.00
147.00
154.00
147.00
148.00
148.00
155.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
149.00
147.00
147.00
148.00
148.00
156.00
148.00
147.00
147.00
147.00
154.00
147.00
155.00
148.00
147.00
147.00
156.00
147.00
147.00
147.00
155.00
147.00
147.00
148.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
154.00
147.00
148.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
149.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
154.00
147.00
148.00
147.00
147.00
147.00
147.00
152.00
147.00
148.00
147.00
154.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
155.00
147.00
147.00
147.00
154.00
147.00
147.00
155.00
147.00
147.00
147.00
148.00
147.00
148.00
148.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
147.00
154.00
147.00
147.00
148.00
147.00
147.00
147.00
148.00
148.00
147.00
147.00
147.00
156.00
147.00
147.00
148.00
147.00
147.00
147.00
147.00
147.00
148.00
147.00
162.00
147.00
147.00
147.00
155.00
147.00
148.00
147.00
156.00
147.00
147.00
147.00
155.00
147.00
148.00
147.00
