Time (s),Channel 1 (V)
297.95,2.616040794835756
297.95625,2.619575975711277
297.9625,2.623111156586767
297.96875,2.623111156586767
297.975,2.619575975711277
297.98125,2.60543525220923
297.9875,2.559477900826101
297.99375,2.142326557518369
298,1.541345808680609
298.00625,1.240855434264022
298.0125,1.26206651951598
298.01875,1.513064361678554
298.025,1.916074981484329
298.03125,2.403929942305564
298.0375,2.580688986080027
298.04375,2.608970433084739
298.05,2.623111156586812
298.05625,2.633716699213279
298.0625,2.637251880088807
298.06875,2.637251880088807
298.075,2.637251880088807
298.08125,2.630181518337765
298.0875,2.623111156586786
298.09375,2.61604079483575
298.1,2.61250561396026
298.10625,2.60543525220923
298.1125,2.605435252209205
298.11875,2.598364890458226
298.125,2.598364890458219
298.13125,2.601900071333709
298.1375,2.608970433084739
298.14375,2.61250561396026
298.15,2.61604079483575
298.15625,2.623111156586779
298.1625,2.626646337462269
298.16875,2.63018151833779
298.175,2.633716699213299
298.18125,2.633716699213299
298.1875,2.637251880088807
298.19375,2.637251880088807
298.2,2.637251880088807
298.20625,2.637251880088794
298.2125,2.633716699213305
298.21875,2.630181518337777
298.225,2.623111156586799
298.23125,2.616040794835756
298.2375,2.608970433084713
298.24375,2.601900071333735
298.25,2.601900071333722
298.25625,2.601900071333722
298.2625,2.60543525220923
298.26875,2.608970433084726
298.275,2.605435252209237
298.28125,2.601900071333722
298.2875,2.601900071333722
298.29375,2.60543525220923
298.3,2.608970433084765
298.30625,2.616040794835743
298.3125,2.619575975711258
298.31875,2.616040794835769
298.325,2.612505613960248
298.33125,2.605435252209205
298.3375,2.598364890458226
298.34375,2.58422416695614
298.35,2.563013081703205
298.35625,2.520590911197025
298.3625,2.414535484931267
298.36875,2.276663430787186
298.375,2.156467281019426
298.38125,2.036271131252791
298.3875,1.884258353605486
298.39375,1.693358586327239
298.4,1.477712552922395
298.40625,1.27620724301779
298.4125,1.152475912375665
298.41875,1.173686997628267
298.425,1.361051584031352
298.43125,1.672147501074407
298.4375,2.004454503373201
298.44375,2.237776441155492
298.45,2.308480058666512
298.45625,2.220100536778065
298.4625,2.018595226875177
298.46875,1.788808469966337
298.475,1.559021713059535
298.48125,1.396403392785305
298.4875,1.513064361679043
298.49375,2.05041185475341
298.5,2.548872358201113
298.50625,2.55947790082758
298.5125,2.319085601293037
298.51875,1.537810627802998
298.525,0.8095633674522104
298.53125,0.4454397372733506
298.5375,0.3605953962616083
298.54375,0.3146380448796885
298.55,0.1555549054808005
298.55625,-0.1201892028073619
298.5625,-0.3888629493467514
298.56875,-0.519664641739854
298.575,-0.4489610242301588
298.58125,-0.1696817350632855
298.5875,0.2969621405012969
298.59375,0.9191539745929757
298.6,1.647401234943763
298.60625,2.368578133550157
298.6125,2.587759347831778
298.61875,2.612505613960203
298.625,2.623111156586773
298.63125,2.623111156586773
298.6375,2.608970433084739
298.64375,2.485239102438364
298.65,1.50245881905235
298.65625,0.3605953962606309
298.6625,-0.007063414790252243
298.66875,0.6681561324305437
298.675,1.898399077110028
298.68125,2.587759347830434
298.6875,2.623111156586792
298.69375,2.63371669921326
298.7,2.63018151833779
298.70625,2.612505613959708
298.7125,2.464028017189158
298.71875,1.520134723426214
298.725,0.4807915460323715
298.73125,-0.2227094481976115
298.7375,-0.6398607915083537
298.74375,-0.8413661014112415
298.75,-0.8943938145442042
298.75625,-0.8767179101667579
298.7625,-0.8625771866646594
298.76875,-0.8590420057891123
298.775,-0.8484364631626445
298.78125,-0.8095494735319153
298.7875,-0.7459162177731087
298.79375,-0.6822829620137233
298.8,-0.6257200680053421
298.80625,-0.5585516313710461
298.8125,-0.4737072903584679
298.81875,-0.3358352362143867
298.825,-0.1131188410568463
298.83125,0.2474696082469165
298.8375,0.7671411969438379
298.84375,1.421149658915152
298.85,2.128185834013004
298.85625,2.570083443454145
298.8625,2.605435252209269
298.86875,2.616040794835737
298.875,2.623111156586779
298.88125,2.626646337462269
298.8875,2.63018151833779
298.89375,2.630181518337803
298.9,2.633716699213292
298.90625,2.633716699213299
298.9125,2.633716699213299
298.91875,2.633716699213299
298.925,2.633716699213299
298.93125,2.633716699213299
298.9375,2.63018151833779
298.94375,2.63018151833779
298.95,2.626646337462282
298.95625,2.619575975711226
298.9625,2.608970433084758
298.96875,2.601900071333709
298.975,2.594829709582731
298.98125,2.601900071333722
298.9875,2.605435252209256
298.99375,2.612505613960235
299,2.619575975711271
299.00625,2.62311115658676
299.0125,2.626646337462282
299.01875,2.626646337462282
299.025,2.626646337462282
299.03125,2.623111156586773
299.0375,2.623111156586773
299.04375,2.623111156586773
299.05,2.626646337462295
299.05625,2.630181518337784
299.0625,2.630181518337797
299.06875,2.633716699213286
299.075,2.633716699213299
299.08125,2.630181518337777
299.0875,2.626646337462288
299.09375,2.616040794835711
299.1,2.591294528707286
299.10625,2.425141027558294
299.1125,1.665077139320535
299.11875,0.7247190264403911
299.125,-0.07776703230274472
299.13125,-0.6186497062526015
299.1375,-0.8731827292911851
299.14375,-0.8661123675394478
299.15,-0.6681422385120492
299.15625,-0.3570463214662999
299.1625,-0.007063414792862988
299.16875,0.3464546727592653
299.175,0.6787616750581623
299.18125,0.9792520494747496
299.1875,1.237320253387807
299.19375,1.449431105917162
299.2,1.619119787942344
299.20625,1.756991842087564
299.2125,1.863047268352241
299.21875,1.940821247613706
299.225,1.986778598995066
299.23125,1.993848960746251
299.2375,1.951426790239788
299.24375,1.852441725726089
299.25,1.689823405452149
299.25625,1.488318095549261
299.2625,1.272672062142506
299.26875,1.071166752237914
299.275,0.9050132510899188
299.28125,0.7777467395711158
299.2875,0.6716913133064379
299.29375,0.5656358870407957
299.3,0.4419045563973918
299.30625,0.2757510552493966
299.3125,0.06364020271822761
299.31875,-0.1307947454336818
299.325,-0.2014983629445601
299.33125,-0.07776703230068054
299.3375,0.2191881612404173
299.34375,0.6434098663029483
299.35,1.173686997626338
299.35625,1.813554736095315
299.3625,2.46402801718939
299.36875,2.601900071333471
299.375,2.619575975711277
299.38125,2.626646337462256
299.3875,2.63018151833779
299.39375,2.630181518337777
299.4,2.626646337462288
299.40625,2.623111156586767
299.4125,2.619575975711277
299.41875,2.616040794835756
299.425,2.612505613960235
299.43125,2.608970433084745
299.4375,2.605435252209224
299.44375,2.601900071333735
299.45,2.598364890458213
299.45625,2.591294528707196
299.4625,2.591294528707196
299.46875,2.591294528707196
299.475,2.591294528707196
299.48125,2.594829709582705
299.4875,2.598364890458239
299.49375,2.605435252209217
299.5,2.612505613960254
299.50625,2.616040794835743
299.5125,2.623111156586773
299.51875,2.626646337462295
299.525,2.630181518337784
299.53125,2.63018151833779
299.5375,2.63018151833779
299.54375,2.63018151833779
299.55,2.630181518337765
299.55625,2.623111156586786
299.5625,2.612505613960196
299.56875,2.584224166956282
299.575,2.372113314425666
299.58125,1.71810485245423
299.5875,1.071166752239696
299.59375,0.544424801787082
299.6,0.1803011716116881
299.60625,0.003542127834935793
299.6125,-0.02120413829346967
299.61875,0.02121803221240137
299.625,0.04949947921650195
299.63125,0.02475321308807719
299.6375,-0.05302076617320095
299.64375,-0.159076192438792
299.65,-0.2509908952015127
299.65625,-0.2792723422056198
299.6625,-0.2085687246958345
299.66875,-0.03534486179565821
299.675,0.1909067142377251
299.68125,0.4206934711445269
299.6875,0.6115932384226577
299.69375,0.7494652925667388
299.7,0.8166337292019029
299.70625,0.8024930056995213
299.7125,0.7070431220613113
299.71875,0.5408896209118434
299.725,0.3252435875069987
299.73125,0.08131610709612402
299.7375,-0.1767520968169392
299.74375,-0.4348203007276552
299.75,-0.6575366958854527
299.75625,-0.8166198352824695
299.7625,-0.8837882719177107
299.76875,-0.8413661014110422
299.775,-0.6858181428895147
299.78125,-0.4171443963499581
299.7875,-0.07423185142749983
299.79375,0.279286236124603
299.8,0.5727062487925072
299.80625,0.7636060160689272
299.8125,0.8307744527038663
299.81875,0.7918874630734843
299.825,0.6999727603101206
299.83125,0.6257339619243638
299.8375,0.6045228766714282
299.84375,0.6398746854266489
299.85,0.7353245690648588
299.85625,0.9368298789691937
299.8625,1.300953509148684
299.86875,1.880723172728922
299.875,2.506450187695177
299.88125,2.608970433084366
299.8875,2.623111156586773
299.89375,2.63018151833779
299.9,2.63018151833779
299.90625,2.630181518337784
299.9125,2.626646337462295
299.91875,2.619575975711264
299.925,2.612505613960222
299.93125,2.605435252209243
299.9375,2.594829709582679
299.94375,2.580688986080722
299.95,2.559477900827619
299.95625,2.517055730321169
299.9625,2.421605846682959
299.96875,2.287268973413255
299.975,2.174143185397599
299.98125,2.096369206135999
299.9875,2.050411854754285
299.99375,2.022130407750371
300,2.004454503372757
300.00625,1.993848960746289
300.0125,1.986778598995234
300.01875,1.979708237244191
300.025,1.972637875493212
300.03125,1.979708237244236
300.0375,1.990313779870704
300.04375,2.018595226874811
300.05,2.053947035630063
300.05625,2.099904387011424
300.0625,2.15646728101976
300.06875,2.220100536778567
300.075,2.283733792537952
300.08125,2.365042952675035
300.0875,2.471098378939713
300.09375,2.548872358201151
300.1,2.580688986080554
