Time (s),Channel 1 (V)
320.2725,1.505993999926071
320.27375,1.474177372045876
320.275,1.445895925042477
320.27625,1.421149658913441
320.2775,1.399938573660891
320.27875,1.382262669283014
320.28,1.368121945781315
320.28125,1.368121945781179
320.2825,1.364586764905754
320.28375,1.368121945781443
320.285,1.382262669283143
320.28625,1.414079297163253
320.2875,1.445895925042078
320.28875,1.477712552922504
320.29,1.523669904303028
320.29125,1.587303160063443
320.2925,1.661541958447367
320.29375,1.721640033332607
320.295,1.792343650841106
320.29625,1.884258353606064
320.2975,1.990313779868813
320.29875,2.068087759132239
320.3,2.152932100142438
320.30125,2.255452345534096
320.3025,2.37211331442312
320.30375,2.453422474562363
320.305,2.499379825944823
320.30625,2.538266815574497
320.3075,2.563013081703198
320.30875,2.566548262578623
320.31,2.573618624329846
320.31125,2.584224166956121
320.3125,2.594829709582647
320.31375,2.591294528707222
320.315,2.591294528707299
320.31625,2.598364890458149
320.3175,2.601900071333722
320.31875,2.601900071333722
320.32,2.598364890458213
320.32125,2.598364890458213
320.3225,2.601900071333722
320.32375,2.601900071333722
320.325,2.598364890458213
320.32625,2.598364890458213
320.3275,2.598364890458194
320.32875,2.594829709582769
320.33,2.591294528707196
320.33125,2.591294528707196
320.3325,2.59129452870719
320.33375,2.587759347831765
320.335,2.584224166956179
320.33625,2.584224166956179
320.3375,2.584224166956179
320.33875,2.584224166956108
320.34,2.580688986080683
320.34125,2.58068898608067
320.3425,2.58068898608067
320.34375,2.58068898608067
320.345,2.58068898608067
320.34625,2.577153805205162
320.3475,2.577153805205162
320.34875,2.577153805205162
320.35,2.577153805205162
320.35125,2.573618624329615
320.3525,2.57008344345419
320.35375,2.570083443454113
320.355,2.566548262578688
320.35625,2.563013081703102
320.3575,2.559477900827677
320.35875,2.5594779008276
320.36,2.555942719952175
320.36125,2.552407539076589
320.3625,2.548872358201164
320.36375,2.545337177325585
320.365,2.545337177325585
320.36625,2.545337177325585
320.3675,2.541801996450076
320.36875,2.541801996450076
320.37,2.541801996450076
320.37125,2.541801996450076
320.3725,2.541801996450076
320.37375,2.541801996450076
320.375,2.541801996450134
320.37625,2.545337177325559
320.3775,2.545337177325533
320.37875,2.541801996450108
320.38,2.54533717732563
320.38125,2.548872358201055
320.3825,2.548872358201016
320.38375,2.541801996450166
320.385,2.541801996450076
320.38625,2.541801996450076
320.3875,2.538266815574465
320.38875,2.524126092072765
320.39,2.51352054944595
320.39125,2.502915006819675
320.3925,2.488774283317306
320.39375,2.449887293687632
320.395,2.396859580554129
320.39625,2.343831867422755
320.3975,2.297874516039986
320.39875,2.22717089852804
320.4,2.145861738393267
320.40125,2.078693301757324
320.4025,2.022130407750525
320.40375,1.958497151989751
320.405,1.880723172730401
320.40625,1.813554736094563
320.4075,1.767597384714038
320.40875,1.721640033331167
320.41,1.658006777573517
320.41125,1.608514245315414
320.4125,1.576697617436589
320.41375,1.551951351307258
320.415,1.513064361677583
320.41625,1.477712552921874
320.4175,1.463571829420174
320.41875,1.460036648544357
320.42,1.445895925042657
320.42125,1.43175520154041
320.4225,1.435290382415835
320.42375,1.452966286793494
320.425,1.467107010295194
320.42625,1.470642191171024
320.4275,1.491853276423573
320.42875,1.534275446930139
320.43,1.576697617436859
320.43125,1.604979064440259
320.4325,1.647401234947686
320.43375,1.711034490705335
320.435,1.785273289092146
320.43625,1.834765821348096
320.4375,1.898399077108851
320.43875,1.979708237243625
320.44,2.071622940008468
320.44125,2.142326557516967
320.4425,2.209494994153353
320.44375,2.294339335163552
320.445,2.382718857052925
320.44625,2.449887293685999
320.4475,2.492309464193246
320.44875,2.52412609207207
320.45,2.541801996450102
320.45125,2.545337177325527
320.4525,2.541801996450076
320.45375,2.541801996450076
320.455,2.538266815574504
320.45625,2.520590911197379
320.4575,2.492309464192873
320.45875,2.446352112812349
320.46,2.379183676176683
320.46125,2.29080415428704
320.4625,2.202424632401416
320.46375,2.103439567885106
320.465,2.007989684248632
320.46625,1.905469438856801
320.4675,1.810019555220327
320.46875,1.714569671579513
320.47,1.619119787943039
320.47125,1.530740266053344
320.4725,1.442360744167721
320.47375,1.357516403153631
320.475,1.272672062143432
320.47625,1.187827721129413
320.4775,1.10651856099464
320.47875,1.021674219980595
320.48,0.9332946980949711
320.48125,0.8519855379563711
320.4825,0.7671411969461721
320.48375,0.6822968559320955
320.485,0.5939173340464717
320.48625,0.5055378121568673
320.4875,0.4277638328975184
320.48875,0.339384311008094
320.49,0.254539969997895
320.49125,0.176765990734855
320.4925,0.1025271923474778
320.49375,0.02475321308812864
320.495,-0.04948558529910713
320.49625,-0.1201892028076063
320.4975,-0.1873576394436834
320.49875,-0.2509908952013327
320.5,-0.3075537892105691
320.50125,-0.3535111405910936
320.5025,-0.3959333110980449
320.50375,-0.4312851198522946
320.505,-0.4383554816035881
320.50625,-0.4348203007281632
320.5075,-0.4206795772258203
320.50875,-0.3959333110978456
320.51,-0.3393704170886221
320.51125,-0.2545260760784231
320.5125,-0.1732169159398744
320.51375,-0.08837257492967551
320.515,0.02828839396426746
320.51625,0.1696956289812655
320.5175,0.3040325022536129
320.51875,0.4277638328934865
320.52,0.5621007061655764
320.52125,0.7211838455596995
320.5225,0.8696614423345311
320.52375,1.000463134731203
320.525,1.131264827121926
320.52625,1.283277604771861
320.5275,1.42468483978886
320.52875,1.55195135130974
320.53,1.665077139323338
320.53125,1.80294919347093
320.5325,1.933750885861654
320.53375,2.050411854755931
320.535,2.15646728101868
320.53625,2.276663430788511
320.5375,2.400394761428384
320.53875,2.499379825944475
320.54,2.545337177325
320.54125,2.566548262578765
320.5425,2.580688986080465
320.54375,2.587759347831713
320.545,2.591294528707139
320.54625,2.594829709582744
320.5475,2.601900071333593
320.54875,2.60543525220923
320.55,2.60543525220923
320.55125,2.608970433084745
320.5525,2.61250561396017
320.55375,2.616040794835756
320.555,2.616040794835756
320.55625,2.616040794835756
320.5575,2.616040794835826
320.55875,2.619575975711252
320.56,2.619575975711329
320.56125,2.623111156586754
320.5625,2.619575975711264
320.56375,2.619575975711264
320.565,2.623111156586773
320.56625,2.623111156586773
320.5675,2.623111156586773
320.56875,2.623111156586773
320.57,2.623111156586773
320.57125,2.623111156586773
320.5725,2.623111156586773
320.57375,2.623111156586773
320.575,2.623111156586799
320.57625,2.626646337462224
320.5775,2.626646337462263
320.57875,2.623111156586837
320.58,2.623111156586786
320.58125,2.626646337462211
320.5825,2.626646337462282
320.58375,2.626646337462282
320.585,2.626646337462282
320.58625,2.626646337462282
320.5875,2.626646337462282
320.58875,2.626646337462282
320.59,2.626646337462282
320.59125,2.626646337462282
320.5925,2.626646337462282
320.59375,2.626646337462282
320.595,2.626646337462282
320.59625,2.626646337462282
320.5975,2.626646337462282
320.59875,2.626646337462282
320.6,2.626646337462282
320.60125,2.623111156586812
320.6025,2.626646337462237
320.60375,2.62664633746225
320.605,2.623111156586825
320.60625,2.623111156586773
320.6075,2.623111156586773
320.60875,2.623111156586754
320.61,2.619575975711329
320.61125,2.619575975711264
320.6125,2.619575975711264
320.61375,2.619575975711258
320.615,2.616040794835833
320.61625,2.616040794835756
320.6175,2.616040794835679
320.61875,2.612505613960254
320.62,2.608970433084739
320.62125,2.608970433084739
320.6225,2.60543525220923
320.62375,2.60543525220923
320.625,2.601900071333664
320.62625,2.598364890458239
320.6275,2.594829709582653
320.62875,2.591294528707228
320.63,2.580688986080625
320.63125,2.5771538052052
320.6325,2.570083443453952
320.63375,2.552407539076827
320.635,2.527661272947689
320.63625,2.488774283318014
320.6375,2.432211389308694
320.63875,2.347367048298495
320.64,2.241311622031251
320.64125,2.131721014893078
320.6425,2.036271131251981
320.64375,1.933750885864657
320.645,1.820625097846119
320.64625,1.703964128957096
320.6475,1.60497906444031
320.64875,1.505993999923678
