micr_micr
2.9375
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.9375
3.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
1.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
1.9375
0.0625
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
1.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
1.9375
0.0625
1.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
1.9375
0.9375
0.0625
1.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.9375
1.9375
0.9375
0.0625
0.9375
0.9375
0.0625
1.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.9375
1.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.9375
1.9375
0.0625
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.9375
0.0625
1.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
1.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
0.0625
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.9375
0.9375
1.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
0.0625
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
0.9375
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
1.9375
0.0625
1.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
0.0625
1.9375
1.9375
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
0.0625
0.9375
0.0625
1.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
0.0625
1.9375
1.9375
0.9375
0.0625
0.0625
0.0625
0.9375
6.9375
0.0625
0.9375
0.9375
0.9375
0.9375
1.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.0625
0.9375
0.0625
1.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
0.0625
1.9375
1.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
1.9375
0.0625
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
1.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
1.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.9375
1.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.9375
1.9375
0.9375
0.9375
0.9375
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
1.9375
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
1.9375
1.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
1.9375
0.9375
0.0625
0.0625
0.9375
5.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
1.9375
1.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
6.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.0625
0.9375
0.9375
1.9375
0.9375
0.9375
1.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
1.9375
0.9375
1.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.0625
0.9375
0.9375
6.9375
0.0625
0.9375
0.0625
0.0625
1.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.9375
0.0625
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
2.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.0625
1.9375
1.9375
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.0625
1.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.0625
0.9375
0.0625
0.0625
0.9375
0.0625
1.9375
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
0.0625
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
0.0625
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
1.9375
0.0625
0.0625
0.9375
0.0625
1.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.0625
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
0.0625
0.0625
0.0625
0.9375
0.0625
0.0625
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.0625
1.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.9375
0.0625
0.0625
0.9375
0.9375
0.9375
0.0625
0.0625
0.0625
1.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.0625
0.0625
1.9375
0.9375
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.0625
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
0.9375
0.0625
0.9375
0.9375
0.9375
0.0625
1.9375
0.9375
0.0625
